Datetime,Close,High,Low,Open,Volume
2025-12-15 00:00:00+00:00,155.95599365234375,155.9770050048828,155.85699462890625,155.85899353027344,0
2025-12-15 00:15:00+00:00,155.93699645996094,155.97900390625,155.92100524902344,155.95599365234375,0
2025-12-15 00:30:00+00:00,155.94900512695312,155.9759979248047,155.8990020751953,155.94200134277344,0
2025-12-15 00:45:00+00:00,155.89199829101562,155.98599243164062,155.8679962158203,155.95700073242188,0
2025-12-15 01:00:00+00:00,155.83999633789062,155.8979949951172,155.8249969482422,155.89500427246094,0
2025-12-15 01:15:00+00:00,155.7989959716797,155.8780059814453,155.78799438476562,155.83799743652344,0
2025-12-15 01:30:00+00:00,155.76199340820312,155.822998046875,155.7469940185547,155.8040008544922,0
2025-12-15 01:45:00+00:00,155.60800170898438,155.77099609375,155.5989990234375,155.76699829101562,0
2025-12-15 02:00:00+00:00,155.57899475097656,155.64999389648438,155.56500244140625,155.60400390625,0
2025-12-15 02:15:00+00:00,155.5189971923828,155.59500122070312,155.49400329589844,155.57000732421875,0
2025-12-15 02:30:00+00:00,155.4029998779297,155.56700134277344,155.37600708007812,155.51400756835938,0
2025-12-15 02:45:00+00:00,155.427001953125,155.44700622558594,155.3509979248047,155.4010009765625,0
2025-12-15 03:00:00+00:00,155.3719940185547,155.43499755859375,155.2969970703125,155.4290008544922,0
2025-12-15 03:15:00+00:00,155.4010009765625,155.4290008544922,155.32899475097656,155.37399291992188,0
2025-12-15 03:30:00+00:00,155.35299682617188,155.42100524902344,155.33999633789062,155.4010009765625,0
2025-12-15 03:45:00+00:00,155.41299438476562,155.4759979248047,155.35000610351562,155.35800170898438,0
2025-12-15 04:00:00+00:00,155.32899475097656,155.4239959716797,155.3159942626953,155.41900634765625,0
2025-12-15 04:15:00+00:00,155.27200317382812,155.35499572753906,155.23399353027344,155.3300018310547,0
2025-12-15 04:30:00+00:00,155.2030029296875,155.27999877929688,155.177001953125,155.2689971923828,0
2025-12-15 04:45:00+00:00,155.25,155.25799560546875,155.17799377441406,155.19900512695312,0
2025-12-15 05:00:00+00:00,155.218994140625,155.2570037841797,155.18499755859375,155.25,0
2025-12-15 05:15:00+00:00,155.15199279785156,155.24099731445312,155.1490020751953,155.2209930419922,0
2025-12-15 05:30:00+00:00,155.08200073242188,155.16099548339844,155.06700134277344,155.15199279785156,0
2025-12-15 05:45:00+00:00,155.031005859375,155.11500549316406,155.0260009765625,155.08799743652344,0
2025-12-15 06:00:00+00:00,155.08700561523438,155.12399291992188,155.01699829101562,155.02699279785156,0
2025-12-15 06:15:00+00:00,154.98699951171875,155.11599731445312,154.97999572753906,155.08700561523438,0
2025-12-15 06:30:00+00:00,155.10699462890625,155.13499450683594,154.94200134277344,154.99000549316406,0
2025-12-15 06:45:00+00:00,155.08999633789062,155.1580047607422,155.03700256347656,155.10699462890625,0
2025-12-15 07:00:00+00:00,155.17799377441406,155.18600463867188,155.06500244140625,155.08299255371094,0
2025-12-15 07:15:00+00:00,155.19900512695312,155.21600341796875,155.11599731445312,155.1750030517578,0
2025-12-15 07:30:00+00:00,155.26699829101562,155.27000427246094,155.14700317382812,155.2030029296875,0
2025-12-15 07:45:00+00:00,155.25799560546875,155.29600524902344,155.20399475097656,155.26199340820312,0
