Datetime,Close,High,Low,Open,Volume
2025-11-03 00:00:00+00:00,1.4021999835968018,1.4022200107574463,1.4011000394821167,1.4015400409698486,0
2025-11-03 01:00:00+00:00,1.4020400047302246,1.402340054512024,1.4012999534606934,1.4021999835968018,0
2025-11-03 02:00:00+00:00,1.4013899564743042,1.4021300077438354,1.4009000062942505,1.4020400047302246,0
2025-11-03 03:00:00+00:00,1.4012199640274048,1.401710033416748,1.4007999897003174,1.4013899564743042,0
2025-11-03 04:00:00+00:00,1.4010100364685059,1.4012999534606934,1.4005999565124512,1.4012199640274048,0
2025-11-03 05:00:00+00:00,1.400979995727539,1.4012199640274048,1.4004000425338745,1.4010100364685059,0
2025-11-03 06:00:00+00:00,1.4010299444198608,1.4013500213623047,1.4004000425338745,1.400979995727539,0
2025-11-03 07:00:00+00:00,1.4018299579620361,1.4019999504089355,1.4004000425338745,1.4010299444198608,0
2025-11-03 08:00:00+00:00,1.402809977531433,1.402999997138977,1.4013999700546265,1.4018499851226807,0
2025-11-03 09:00:00+00:00,1.4039000272750854,1.4040499925613403,1.402400016784668,1.4027999639511108,0
2025-11-03 10:00:00+00:00,1.404539942741394,1.4046299457550049,1.4033000469207764,1.4039000272750854,0
2025-11-03 11:00:00+00:00,1.4044699668884277,1.4047499895095825,1.4035999774932861,1.404539942741394,0
2025-11-03 12:00:00+00:00,1.40339994430542,1.4045599699020386,1.402999997138977,1.4044699668884277,0
2025-11-03 13:00:00+00:00,1.4061399698257446,1.4062999486923218,1.4033000469207764,1.4036699533462524,0
2025-11-03 14:00:00+00:00,1.4062399864196777,1.4068800210952759,1.4053000211715698,1.4061399698257446,0
2025-11-03 15:00:00+00:00,1.4068200588226318,1.4075700044631958,1.4052000045776367,1.40625,0
2025-11-03 16:00:00+00:00,1.4050300121307373,1.4069199562072754,1.4046000242233276,1.4068299531936646,0
2025-11-03 17:00:00+00:00,1.4048000574111938,1.4055800437927246,1.4042999744415283,1.4050500392913818,0
2025-11-03 18:00:00+00:00,1.4057199954986572,1.4060200452804565,1.4045000076293945,1.4051599502563477,0
2025-11-03 19:00:00+00:00,1.40516996383667,1.4059100151062012,1.4047000408172607,1.4057300090789795,0
2025-11-03 20:00:00+00:00,1.4052300453186035,1.4056600332260132,1.4045000076293945,1.4051599502563477,0
2025-11-03 21:00:00+00:00,1.405500054359436,1.4057999849319458,1.4048999547958374,1.4052499532699585,0
2025-11-03 22:00:00+00:00,1.4054499864578247,1.4058200120925903,1.4048999547958374,1.4053699970245361,0
2025-11-03 23:00:00+00:00,1.4052000045776367,1.4057999849319458,1.4049999713897705,1.4055700302124023,0
2025-11-04 00:00:00+00:00,1.4063199758529663,1.406599998474121,1.4052000045776367,1.4055399894714355,0
2025-11-04 01:00:00+00:00,1.406559944152832,1.406999945640564,1.406000018119812,1.4063199758529663,0
2025-11-04 02:00:00+00:00,1.4067000150680542,1.4070199728012085,1.4061000347137451,1.4063999652862549,0
2025-11-04 03:00:00+00:00,1.4061700105667114,1.4068399667739868,1.4055999517440796,1.4067399501800537,0
2025-11-04 04:00:00+00:00,1.406540036201477,1.4065799713134766,1.4056999683380127,1.4061700105667114,0
2025-11-04 05:00:00+00:00,1.4067800045013428,1.4069700241088867,1.4061000347137451,1.4063999652862549,0
2025-11-04 06:00:00+00:00,1.406630039215088,1.4074000120162964,1.406000018119812,1.4067800045013428,0
2025-11-04 07:00:00+00:00,1.4056400060653687,1.4068000316619873,1.4052000045776367,1.406630039215088,0
2025-11-04 08:00:00+00:00,1.406630039215088,1.4067399501800537,1.4049999713897705,1.4056700468063354,0
2025-11-04 09:00:00+00:00,1.4068000316619873,1.4071600437164307,1.4056999683380127,1.4065799713134766,0
2025-11-04 10:00:00+00:00,1.4071500301361084,1.4074000120162964,1.4062999486923218,1.407080054283142,0
2025-11-04 11:00:00+00:00,1.4080100059509277,1.4080499410629272,1.406499981880188,1.4071600437164307,0
2025-11-04 12:00:00+00:00,1.4077800512313843,1.4083000421524048,1.4071999788284302,1.4080100059509277,0
2025-11-04 13:00:00+00:00,1.40802001953125,1.408310055732727,1.4071999788284302,1.407829999923706,0
2025-11-04 14:00:00+00:00,1.4085500240325928,1.4095799922943115,1.4074000120162964,1.4079899787902832,0
2025-11-04 15:00:00+00:00,1.4083499908447266,1.4091500043869019,1.4075000286102295,1.4085500240325928,0
2025-11-04 16:00:00+00:00,1.4078999757766724,1.4085999727249146,1.4074000120162964,1.408310055732727,0
2025-11-04 17:00:00+00:00,1.4089000225067139,1.4097199440002441,1.4076000452041626,1.4082000255584717,0
2025-11-04 18:00:00+00:00,1.4095900058746338,1.4099600315093994,1.4085999727249146,1.4092199802398682,0
2025-11-04 19:00:00+00:00,1.4100799560546875,1.4101999998092651,1.409000039100647,1.4091999530792236,0
2025-11-04 20:00:00+00:00,1.4094599485397339,1.410640001296997,1.40910005569458,1.4100699424743652,0
2025-11-04 21:00:00+00:00,1.410140037536621,1.4107600450515747,1.4088000059127808,1.4094699621200562,0
2025-11-04 22:00:00+00:00,1.4100500345230103,1.4103399515151978,1.4093999862670898,1.4102100133895874,0
2025-11-04 23:00:00+00:00,1.4101699590682983,1.4104000329971313,1.409600019454956,1.4100500345230103,0
2025-11-05 00:00:00+00:00,1.4103200435638428,1.4108200073242188,1.4098000526428223,1.410099983215332,0
2025-11-05 01:00:00+00:00,1.4113199710845947,1.4119000434875488,1.409999966621399,1.4103200435638428,0
2025-11-05 02:00:00+00:00,1.4113199710845947,1.4118000268936157,1.410599946975708,1.4113199710845947,0
2025-11-05 03:00:00+00:00,1.4106999635696411,1.4115099906921387,1.4104000329971313,1.4113199710845947,0
2025-11-05 04:00:00+00:00,1.410599946975708,1.411329984664917,1.4105000495910645,1.4110699892044067,0
2025-11-05 05:00:00+00:00,1.4110300540924072,1.4112600088119507,1.4103000164031982,1.4110000133514404,0
2025-11-05 06:00:00+00:00,1.4113600254058838,1.4114999771118164,1.4104000329971313,1.411020040512085,0
2025-11-05 07:00:00+00:00,1.4114799499511719,1.4119999408721924,1.410599946975708,1.4113600254058838,0
2025-11-05 08:00:00+00:00,1.4118499755859375,1.4118599891662598,1.4104000329971313,1.4114899635314941,0
2025-11-05 09:00:00+00:00,1.4126100540161133,1.4126800298690796,1.4113999605178833,1.411829948425293,0
2025-11-05 10:00:00+00:00,1.4132200479507446,1.4134999513626099,1.4121999740600586,1.4126100540161133,0
2025-11-05 11:00:00+00:00,1.4134299755096436,1.4135299921035767,1.412600040435791,1.4132499694824219,0
2025-11-05 12:00:00+00:00,1.4131100177764893,1.4139000177383423,1.412600040435791,1.4134299755096436,0
2025-11-05 13:00:00+00:00,1.4133399724960327,1.4137799739837646,1.4121999740600586,1.4131300449371338,0
2025-11-05 14:00:00+00:00,1.4120500087738037,1.4140299558639526,1.4114999771118164,1.413349986076355,0
2025-11-05 15:00:00+00:00,1.4123899936676025,1.413409948348999,1.4115999937057495,1.4120800495147705,0
2025-11-05 16:00:00+00:00,1.4108699560165405,1.4131699800491333,1.4101999998092651,1.4124399423599243,0
